"index","label","fileName","relativePath","kind","width","height","brightness","saturation","edge","sizeMB"
"253","253 H-0029","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0029.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0029.jpg","highlight-export","3600","2403","120.98","93.43","25.36","3.552"
"254","254 H-0030","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0030.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0030.jpg","highlight-export","3600","2403","145.01","0","19.12","0.667"
"255","255 H-0031","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0031.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0031.jpg","highlight-export","2403","3600","123.87","0","18.19","0.735"
"256","256 H-0032","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0032.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0032.jpg","highlight-export","2403","3600","138.01","40.84","14.15","1.829"
"257","257 H-0033","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0033.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0033.jpg","highlight-export","2403","3600","138.34","37.55","16.58","1.825"
"258","258 H-0034","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0034.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0034.jpg","highlight-export","3600","2403","107.66","43.45","26.4","1.758"
"259","259 H-0035","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0035.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0035.jpg","highlight-export","3600","2403","92.77","33.31","22.86","1.625"
"260","260 H-0037","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0037.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0037.jpg","highlight-export","3600","2403","117.54","40.38","21.51","1.708"
"261","261 H-0038","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0038.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0038.jpg","highlight-export","2403","3600","115.98","106.91","15.45","1.987"
"262","262 H-0039","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0039.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0039.jpg","highlight-export","2403","3600","117.37","37.49","13.72","1.701"
"263","263 H-0040","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0040.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0040.jpg","highlight-export","2403","3600","124.47","84.45","19.54","1.913"
"264","264 H-0041","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0041.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0041.jpg","highlight-export","3600","2403","115.76","84.55","17","1.728"
"265","265 H-0043","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0043.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0043.jpg","highlight-export","3600","2403","151.91","0","19.84","0.747"
"266","266 H-0044","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0044.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0044.jpg","highlight-export","2403","3600","127.88","101.15","14.71","1.812"
"267","267 H-0045","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0045.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0045.jpg","highlight-export","2700","3600","108.13","42.32","21.2","2.047"
"268","268 H-0046","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0046.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0046.jpg","highlight-export","3600","2403","91.84","41.34","26.05","1.871"
"269","269 H-0048","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0048.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0048.jpg","highlight-export","2403","3600","125.74","0","13.17","1.021"
"270","270 H-0049","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0049.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0049.jpg","highlight-export","3600","2403","137.7","69.53","16.05","1.894"
"271","271 H-0050","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0050.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0050.jpg","highlight-export","2403","3600","132.23","53.32","16.58","1.814"
"272","272 H-0051","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0051.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0051.jpg","highlight-export","3600","2403","81.78","20.8","24.19","1.59"
"273","273 H-0052","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0052.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0052.jpg","highlight-export","3600","2403","106.46","22.92","23.43","1.652"
"274","274 H-0053","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0053.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0053.jpg","highlight-export","3600","2403","86.9","38.54","33.7","2.114"
"275","275 H-0054","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0054.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0054.jpg","highlight-export","3600","2403","86.26","33.74","27.14","1.732"
"276","276 H-0055","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0055.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0055.jpg","highlight-export","2405","3600","63.63","0","16.6","1.244"
"277","277 H-0056","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0056.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0056.jpg","highlight-export","2403","3600","77.65","40.24","16.86","2.044"
"278","278 H-0057","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0057.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0057.jpg","highlight-export","2403","3600","76.29","38.33","15.58","1.969"
"279","279 H-0058","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0058.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0058.jpg","highlight-export","2403","3600","73.83","37.91","14.64","1.916"
"280","280 H-0059","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0059.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0059.jpg","highlight-export","2400","3600","93.21","0","29.91","1.706"
"281","281 H-0060","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0060.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0060.jpg","highlight-export","2403","3600","50.6","26","15.37","1.774"
"282","282 H-0061","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0061.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0061.jpg","highlight-export","2407","3600","33.6","27.32","14.13","1.567"
"283","283 H-0062","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0062.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0062.jpg","highlight-export","2403","3600","80.78","41.75","15.96","1.989"
"284","284 H-0063","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0063.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0063.jpg","highlight-export","2403","3600","61.61","0","17.19","1.211"
"285","285 H-0064","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0064.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0064.jpg","highlight-export","2400","3600","121.6","0","16.27","1.894"
"286","286 H-0065","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0065.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0065.jpg","highlight-export","2403","3600","71.12","37.8","16.14","1.898"
"287","287 H-0066","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0066.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0066.jpg","highlight-export","3600","2400","106.3","56.48","26.5","3.363"
"288","288 H-0067","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0067.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0067.jpg","highlight-export","2403","3600","65.83","0","16.24","1.305"
"289","289 H-0068","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0068.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0068.jpg","highlight-export","2400","3600","42.13","34.37","14.2","2.595"
"290","290 H-0069","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0069.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0069.jpg","highlight-export","2403","3600","45.79","30.9","17.08","1.755"
"291","291 H-0070","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0070.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0070.jpg","highlight-export","2403","3600","46.39","32.24","17.5","1.852"
"292","292 H-0071","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0071.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0071.jpg","highlight-export","2400","3600","31.39","37.2","11.5","2.512"
"293","293 H-0072","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0072.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0072.jpg","highlight-export","2403","3600","35.74","28.33","12.99","1.65"
"294","294 H-0074","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0074.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0074.jpg","highlight-export","2403","3600","65.56","0","18.19","1.339"
"295","295 H-0075","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0075.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0075.jpg","highlight-export","2400","3600","88.03","62.66","21.64","3.442"
"296","296 H-0078","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0078.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0078.jpg","highlight-export","2403","3600","59.1","34.78","18.85","2.025"
"297","297 H-0079","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0079.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0079.jpg","highlight-export","2403","3600","29.8","20.18","10.8","1.427"
"298","298 H-0080","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0080.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0080.jpg","highlight-export","2403","3600","34.37","0","14.26","0.943"
"299","299 H-0081","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0081.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0081.jpg","highlight-export","2403","3600","33.31","20.88","11.46","1.682"
"300","300 H-0082","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0082.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0082.jpg","highlight-export","2400","3600","103.07","63.39","22.33","2.773"
"301","301 H-0083","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0083.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0083.jpg","highlight-export","2403","3600","18.25","9.18","8.42","1.279"
"302","302 H-0084","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0084.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0084.jpg","highlight-export","2403","3600","25.05","12.15","10.51","1.54"
"303","303 H-0085","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0085.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0085.jpg","highlight-export","2403","3600","23.18","0","10.84","0.783"
"304","304 H-0086","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0086.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0086.jpg","highlight-export","3600","2400","126.32","0","33.89","2.675"
"305","305 H-0087","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0087.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0087.jpg","highlight-export","2403","3600","23.93","12.2","8.97","1.47"
"306","306 H-0088","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0088.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0088.jpg","highlight-export","2403","3600","58.93","0","20.76","0.999"
"307","307 H-0089","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0089.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0089.jpg","highlight-export","2403","3600","42.84","23.51","16.79","1.818"
"308","308 H-0090","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0090.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0090.jpg","highlight-export","3600","2400","114.81","64.48","33.19","3.342"
"309","309 H-0091","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0091.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0091.jpg","highlight-export","3600","2403","90.83","39.92","29.31","2.295"
"310","310 H-0092","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0092.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0092.jpg","highlight-export","3600","2403","87.24","34.64","26.86","2.203"
"311","311 H-0093","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0093.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0093.jpg","highlight-export","3600","2403","111.09","0","19.49","1.687"
"312","312 H-0094","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0094.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0094.jpg","highlight-export","2403","3600","132.98","0","20.36","1.131"
